DB,Title,Authors (separate with//),Year,Language,Script,Lang_geneticprox,Prox_cat,No_nativespeakers,LangFamily,Journal,JournalCountry,StudyDesign,StudyDesign_cat,Region,Relative_no_studiesTA,Category,IUCN,TorNT,English_Abstract,Trans_Abs,Tot_Citations,Tot_crosslang_cit,Tot_crosslang_exclEng,Tot_samelang_cit,PerEng,PerSameLangCit,PerCrossLangCit,No_Langs_Cited,SelfCitations,English,French,Dutch,Russian,Spanish,German,Slovac,Polish,Portugese,Slovenian,Italian,Catalan,Hungarian,Korean,Japanese,Norwegian,Simplified Chinese,Traditional Chinese,Swedish,Danish,Persian,Ukranian,Czech,Finnish,Turkish,Thai,Estonian,Croatian,Icelandic,Latvian,Bulgarian,Lithuanian,Hebrew,Indonesian,Hindi,Bosnian,Greek
NEL,Artificial incubation and feeding of the Eastern Kentish Plover and the Little Ringed Plover,Hiromichi YAMASAKI,1972,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Japanese Journal of Ornithology,Japan,After,Less complex,Japan,474,Birds,Least Concern,Not Threatened,Yes,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"Man-crow coexistence achieved by garbage ma gement: a case in Chofu-city, Tokyo",Reiko Kurosawa,2005,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Strix,Japan,BA,Less complex,"Chofu-shi, Tokyo prefecture, Japan",474,Birds,Least Concern,Not Threatened,No,NA,8,0,0,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Attraction of Little Terns to artificial roof-top breeding sites and their breeding success,Eiko Hayashi// Masaharu Hayakawa// Tatuo Satou//  oya Masuda,2005,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Strix,Japan,BA,Less complex,"Ota-ku, Tokyo prefecture, Japan",474,Birds,Least Concern,Not Threatened,No,NA,6,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,A city Rook roost,Takahito Yamamoto// Jiro Ogawa// Kazuhiko Tange// Tsutomu Akiyama,2005,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Strix,Japan,BA,Less complex,"Matsuyama-shi, Ehime prefecture, Japan",474,Birds,Least Concern,Not Threatened,No,NA,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,The effects of water flooding and provision of the food for wintering ducks on rice fields  - A prelimi ry study for establishing a stable wintering duck population at Katano-kamoike. áV -,Hironobu Yamamoto// Kouzi Oohata// Koujirou Yamamoto,2003,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Strix,Japan,CI,Less complex,"Kaga-shi, Ishikawa prefecture,Japan",474,Birds,Least Concern,Not Threatened,No,NA,11,10,0,1,0.91,0.09,0.91,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Some effects of the net covering of garbage station on the home range and reproductive success of a pair of Jungle Crows,Hajime Matsubara,2003,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Strix,Japan,BA,Less complex," ra-shi,  ra prefecture, Japan",474,Birds,Least Concern,Not Threatened,No,NA,9,0,0,9,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Relation of Jungle Crows and garbage in Tokyo lll - Comparison between Tokyo and its vicinity and Kawasaki -,Reiko Kurosawa// Yutaka Ka i// Tetsuichi Hamaguchi,2002,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Strix,Japan,CI,Less complex,"Setagaya-ku, Tokyo prefecture, Japan; Mitaka-ku, Tokyo prefecuture, Japan; Hino-shi, Tokyo prefecture, Japan; Kawasaki-shi, Ka gawa prefecture, Japan",474,Birds,Least Concern,Not Threatened,No,NA,2,2,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,The relationship between Jungle Crows Corvus macrorchynchos and garbage in Tokyo,Reiko Kurosawa// Masae  rusue// Hiroshi Kawachi// Kimiko Suzuki,2000,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Strix,Japan,CI,Less complex,"Tokyo prefecture, Japan",474,Birds,Least Concern,Not Threatened,Yes,NA,4,4,0,0,1,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Habitat selection of ducks wintering in agricultural landscapes: a prelimi ry study for establishing a stable wintering duck population at Katano-kamoike,Hironobu Yamamoto// Kouzi Oohata// Yoshio Yamamoto,1999,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Strix,Japan,CI,Less complex,"Kaga-shi, Ishikawa prefecture, Japan",474,Birds,Least Concern,Not Threatened,No,NA,8,8,0,0,1,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,On the use of artificial platforms for the rest to waterfowl at Kaga-city at Kano-kamoike,Kouzi Oohata// Dennkiti Simono// Satosi Marutani,1998,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Strix,Japan,After,Less complex,"Kaga-shi, Ishikawa prefecture, Japan",474,Birds,Least Concern,Not Threatened,No,NA,2,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Difference of nest box use in relation to the height by tit species and Tree Sparrows,Norio Minegishi,1996,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Strix,Japan,After,Less complex,"Kawanishi-machi, Higashi-Okishi-gun, Yamagata prefecture, Japan; Matsukawa-cho, Fukushima-shi, Fukushima prefecture, Japan; Izumicho, lwaki-shi, Fukushima prefecture, Japan; Sawara-shi, Chiba prefecture, Japan; Yamada-machi, Katori-gun, Chiba prefecture, Japan; Yamada-machi, Katori-gun, Chiba prefecture, Japan; Sodegaura-shi, Kimitsu-gun, Chiba prefecture, Japan; Tsukui-sho, Tsukui-gun, Chiba prefecture, Japan; Mishima-shi, Shizuoka prefecture, Japan; Tokigawa-cho, Hiki-gun Saitama prefecture, Japan; Ubuyama-mura, Aso-gun, Kumamoto prefecture, Japan; Kamikawa-cho, Kodama-gun, Gunma prefecture, Japan; Myogi-machi, Kanra-gun Gunma prefecture, Japan; 

Shirasawa-mura, Tone-gun, Gunma prefecture, Japan; Izumozaki-cho, Mishima-gun, Niigata prefecture, Japan; 

Ryotsu-shi, Niigata prefecture, Japan; Shitada-mura, Mi mikanbara-gun, Niigata prefecture, Japan",474,Birds,Least Concern,Not Threatened,NA,NA,2,2,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Difference of nest box directions used by tit species and Tree Sparrows,Norio Minegishi,1994,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Strix,Japan,After,Less complex,"Kawanishi-machi, Higashi-Okishi-gun, Yamagata prefecture, Japan; Matsukawa-cho, Fukushima-shi, Fukushima prefecture, Japan; Izumicho, lwaki-shi, Fukushima prefecture, Japan; Sawara-shi, Chiba prefecture, Japan; Yamada-machi, Katori-gun, Chiba prefecture, Japan; Yamada-machi, Katori-gun, Chiba prefecture, Japan; Sodegaura-shi, Kimitsu-gun, Chiba prefecture, Japan; Tsukui-sho, Tsukui-gun, Chiba prefecture, Japan; Mishima-shi, Shizuoka prefecture, Japan;  Ubuyama-mura, Aso-gun, Kumamoto prefecture, Japan; Kamikawa-cho, Kodama-gun, Gunma prefecture, Japan; Myogi-machi, Kanra-gun Gunma prefecture, Japan; Shirasawa-mura, Tone-gun, Gunma prefecture, Japan; Izumozaki-cho, Mishima-gun, Niigata prefecture, Japan; Ryotsu-shi, Niigata prefecture, Japan; Shitada-mura, Mi mikanbara-gun, Niigata prefecture, Japan",474,Birds,Least Concern,Not Threatened,NA,NA,2,2,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Appearance of preference for nestbox entrance diameters by Passer montanus in the presence of Parus sp.,Norio Minegishi,1993,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Strix,Japan,After,Less complex,"Kawanishi-machi, Higashi-Okishi-gun, Yamagata prefecture, Japan; Matsukawa-cho, Fukushima-shi, Fukushima prefecture, Japan; Izumicho, lwaki-shi, Fukushima prefecture, Japan; Sawara-shi, Chiba prefecture, Japan; Yamada-machi, Katori-gun, Chiba prefecture, Japan; Yamada-machi, Katori-gun, Chiba prefecture, Japan; Sodegaura-shi, Kimitsu-gun, Chiba prefecture, Japan; Tsukui-sho, Tsukui-gun, Chiba prefecture, Japan; Mishima-shi, Shizuoka prefecture, Japan;  Ubuyama-mura, Aso-gun, Kumamoto prefecture, Japan; Kamikawa-cho, Kodama-gun, Gunma prefecture, Japan; Myogi-machi, Kanra-gun Gunma prefecture, Japan; Shirasawa-mura, Tone-gun, Gunma prefecture, Japan; Izumozaki-cho, Mishima-gun, Niigata prefecture, Japan; Ryotsu-shi, Niigata prefecture, Japan; Shitada-mura, Mi mikanbara-gun, Niigata prefecture, Japan",474,Birds,Least Concern,Not Threatened,No,NA,4,0,0,4,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Habitat preference of the Izu Islands Thrush Turdus celaenops and the effect of weasel introduction on the population of the thrush on Miyake Islands,Masaoki Takagi// Hiroyoshi Higuchi,1992,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Strix,Japan,BA,Less complex,"Miyake Island, Tokyo prefecture, Japan",474,Birds,Vulnerable,Threatened,NA,NA,5,5,0,0,1,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Inferring conservation roles of a suburban  ture reserve based on 30-year tendency of relative changes in bird densities,Go Fujita// Shoichiro Kakeshita// Kaoru Fujita// Yukihiro Komi mi,2017,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Strix,Japan,After,Less complex,"Yokohama-shi, Ka gawa prefecture, Japan",474,Birds,Least Concern,Not Threatened,No,NA,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Frequency of use of nest boxes and breeding ecology of the Ryukyu Robin Erithacus komadori on  kano-shima in the Tokara Islands,Hiroyoshi Higuchi// Yutaka Ka i// Nobumitsu Kawakubo// Takenobu Koura// Fujio Santanda// Fumio Mizoguchi// Satori Hayama,1990,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Strix,Japan,After,Less complex," kano Island, Kagoshim prefecture, Japan",474,Birds,Near Threatened,Not Threatened,NA,NA,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Status and protection of Goshawks in Japan,Koichi Endo,1989,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Strix,Japan,After,Less complex,"Tochigi prefecture,Japan",474,Birds,Least Concern,Not Threatened,NA,NA,3,3,0,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,The Effect of Greenway Connecting Urban Parks on Avifau  in Winter period,Tsuyoshi MORIMOTO// Kazuhiro KATOH,2004,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Journal of The Japanese Institute of Landscape Architecture,Japan,CI,Less complex,"Tsuzuki-ku and Aoba-ku, Yokohama-shi, Ka gawa prefecture, Japan",474,Birds,Least Concern,Not Threatened,NA,NA,2,2,1,0,0.5,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Nesting Facilitation of Medium-sized Birds of Prey,Takuma Kudo// Takashi Suzuki,2015,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Journal of the Japanese Forest Society,Japan,After,Less complex,"Yubari-gun, Sorachi-gun, Ishikari-gun and Ebetsu-shi, Hokkaido prefecture, Japan",474,Birds,Least Concern,Not Threatened,Yes,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,EVALUATION OF ENVIRONMENTAL CONSERVATION MEASURES USING META-ANALYSIS: BREEDING SUCCESS AND FAILURE OF THREE SPECIES OF RARE RAPTORS AROUND ROAD PROJECTS IN JAPAN,Yusuke UENO// Keiichi HASEGAWA// Nodoka OSHIRO// Mayumi KANDA// Ryuji INOUE// Masao KURIHARA,2015,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Journal of Japan Society of Civil Engineers,Japan,CI,Less complex,Japan,474,Birds,Least Concern,Not Threatened,No,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Responses of birds in rice fields to winter flooding,Taku Maeta// Hoshiko Yoshida,2009,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Japanese Journal of Ornithology,Japan,CI,Less complex,"Miho village and I shiki-shi, Ibaraki prefecture, Japan",474,Birds,Least Concern,Not Threatened,Yes,NA,10,10,0,0,1,0,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"Experimental fasting and its effect on released freeliving Oriental White Storks that depend on articial
feeding",Yoshito Ohsako// Yasuo Ezaki,2011,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Reintroduction,Japan,BA,Less complex,"Hyogo Park of the Oriental White Stork, Toyooka, Hyogo, Japan",474,Birds,Endangered,Threatened,Yes,NA,3,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"Probability of persisting re-introduced population of Japanese Crested Ibis, Nipponia nippon, for 50 years on Sado Island, Niigata",Hisashi  gata// Satoshi Yamagishi,2011,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Reintroduction,Japan,After,Less complex,"Sado Island, Niigata, Japan",474,Birds,Endangered,Threatened,Yes,NA,7,0,0,7,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,New progress and reinforcement target in the reintroduction project of the Oriental White Stork,Yoshito Ohsako,2012,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Reintroduction,Japan,After,Less complex,"Toyooka, Hyogo, Japan",474,Birds,Endangered,Threatened,NA,NA,3,3,0,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL," Report of hearing survey to farmers engaging in “Oriental white stork-friendly farming method” in Tyooka City, Hyogo Prefecture", oki Kikuchi,2012,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Reintroduction,Japan,After,Less complex,"Toyooka, Hyogo, Japan",474,Birds,Endangered,Threatened,NA,NA,2,2,0,0,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Nest site use by the small Japanese field mouse: possibility of nest height change in the presence of the Siberian flying squirrel,Kei Suzuki// Yutaka Yamane// Hisashi Ya gawa,2014,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Mammalian Science,Japan,After,Less complex,"Obihiro-shi, Hokkaido prefecture, Japan",474,Mammals,Least Concern,Not Threatened,No,NA,5,5,0,0,1,0,1,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Fence climbing behaviour of raccoon dogs (Nyctereutes procyonoides): assessing their risk at highways,Yosuke Kuramoto// Tadasuke Furuya//  oko Koda// Yoichi Sonoda// Yayoi Kaneko,2013,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Mammalian Science,Japan,After,Less complex,"Hachioji-shi, Tokyo prefecture, Japan",474,Mammals,Least Concern,Not Threatened,No,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"Rearing method to induce  tural mating of the large Japanese field mouse, Apodemus speciosus",Yusuke Sakai// Shinsuke H. Sakamoto// Goro A. Kato//  ojirou Iwamoto// Ryousuke Ozaki// Takeshi Eto// Akio Shinohara// Tetsuo Morita// Chihiro Koshimoto,2013,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Mammalian Science,Japan,CI,Less complex,"Miyazaki-shi, Miyazaki prefecture, Japan",474,Mammals,Least Concern,Not Threatened,No,NA,6,6,0,0,1,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Invention of a new type of nest box for the Japanese dormouse (Glirulus japonicus),Erika Tamaki// Masanori Sugiyama// Seishi Kadowaki,2012,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Mammalian Science,Japan,After,Less complex," nmoku-mura and kawakami-mura,  gano prefecture, Japan",474,Mammals,Least Concern,Not Threatened,Yes,NA,2,2,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Survey of the number of seals incidentally caught by salmon trap nets along the coastal waters of the Nossapu Cap in Nemuro Peninsula from 2002 to 2003 compared with the survey from 1982 to 1983,Mari Kobayashi// Tsuyoshi Ishi zaka// Chiharu Kakumoto// Hisashi Wakatabe// Yumi Kobayashi// Akiko Shimizu,2007,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Mammalian Science,Japan,BACI,More complex,"Nemuro-shi, Hokkaido prefecture, Japan",474,Mammals,Least Concern,Not Threatened,No,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Improvement of nest box investigation techniques for study of arboreal rodents,Motokazu Ando,2005,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Mammalian Science,Japan,After,Less complex,"Tokyo prefecture, Japan; Ka gawa prefecture, Japan; Yama shi prefecture, Japan; Yama shi prefecture, Japan; Shiga prefecture, Japan",474,Mammals,Least Concern,Not Threatened,No,NA,17,17,1,0,0.94,0,1,2,3,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Space use by introduced Japanese Squirrels (Sciurus lis TEMMINCK) in Shimizu Park,Hitoho Yatake// Tsuyoshi Akita// Ma bu Abe,1999,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Mammalian Science,Japan,After,Less complex,"Noda-shi, Chiba prefecture, Japan",474,Mammals,Least Concern,Not Threatened,No,NA,6,6,0,0,1,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"Rearing of Big-clawed Shrew, Sorex unguiculatus",Yasushi Yokohata,1989,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Mammalian Science,Japan,After,Less complex,"Sapporo-shi, Hokkaido prefecture, Japan",474,Mammals,Least Concern,Not Threatened,No,NA,2,2,0,0,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,The use of artificial nesting boxes by some mammal species,Ma bu T. Abe,1989,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Mammalian Science,Japan,After,Less complex,"Sapporo-shi, Hokkaido prefecture, Japan; Nikko-shi, Tochigi prefecture, Japan; I shiki-gun, Ibaraki prefecture, Japan; Tateyama-shi, Chiba prefecture, Japan; Shijuku-ku, Tokyo prefecture, Japan; Mt.Fuji, Yama shi prefecture, Japan; Noda-shi, Tiba prefecture, Japan",474,Mammals,Least Concern,Not Threatened,No,NA,3,3,0,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,An experiment using fire-cracker system in cultivated-field-avoidance-learning of wild Japanese Monkeys - 1,Shunzo Kawamura// Sususmu Ta ka// Shigeyuki Izamiyama,1983,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Mammalian Science,Japan,BA,Less complex,"Agematsu-cho,  gano prefecture, Japan",474,Mammals,Least Concern,Not Threatened,No,NA,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Litter Size and Vaginal Smear in Microtus montebelli,Nobuo Goto// Ryoichi Hashizume// Ikuko Sai,1977,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Journal of the Mammalogical Society of Japan,Japan,After,Less complex,Japan,474,Mammals,Least Concern,Not Threatened,Yes,NA,15,14,1,1,0.87,0.07,0.93,3,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Effect of Passage Forest on Sika Deer, oki Maruyama// Kazutoshi Sekiyama,1976,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Journal of the Mammalogical Society of Japan,Japan,CI,Less complex,"Nikko-shi, Tochigi prefecture, Japan",474,Mammals,Least Concern,Not Threatened,Yes,NA,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,An evaluation of detection dogs for alien mongoose control on Amami-oshima Island, ho Mitani// Takahiro Morosawa// Ryo Yamashita// Masashi Kioka// Yoshihito Goto// Takuma Hashimoto// Kenji Kitaura// Fumio Yamada// Shintaro Abe// Takuya Ishikawa,2014,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Wildlife and Human Society,Japan,After,Less complex,"Amamiooshima Island, Kagoshima prefecture, Japan",474,Mammals,Least Concern,Not Threatened,Yes,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Effectiveness of Culling and Fencing in Reducing Crop Damage in Areas with Deer Overcrowding,Satoshi SAKURAI// Junko MORIMOTO// Yoshio MISHIMA// Hiroyuki UNO,2013,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Journal of The Japanese Institute of Landscape Architecture,Japan,CI,Less complex,"Hokkaido prefecture, Japan",474,Mammals,Least Concern,Not Threatened,Yes,NA,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Influence of Bank-grass Mowing on the Nest Building of Harvest Mouse,Kumiko SAWABE// Sayoko HATA// Yoshihiro  TUHARA,2004,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Journal of The Japanese Institute of Landscape Architecture,Japan,After,Less complex,"Kami ra, Yawata-shi, Kyoto prefecture, Japan",474,Mammals,Least Concern,Not Threatened,Yes,NA,5,4,0,1,0.8,0.2,0.8,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"Relationship between Dwarf-bamboo Growth and Small Rodents on Mt. Ohdaigahara, Central Japan, with Special Reference to Construction of Deer-proof Fences",M. Ta ka// M. Saito// K. Ohi// H. Fukuda// E. Shibata,2006,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Journal of the Japanese Forest Society,Japan,CI,Less complex,"Odai-cho, Taki-gun, Mie prefecture, Japan",474,Mammals,Least Concern,Not Threatened,Yes,NA,5,5,0,0,1,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"Monitoring of long term trends in Ra  or tiventris and Bufo japonicus formosus in the Segami Valley, Yokohama, Japan",Kinji Fukuyama// Michio Abe// Hisashi Matsuda// Fumie Sasaki,2007,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Bulletin of the Herpetological Society of Japan,Japan,After,Less complex,"Yokohama-shi, Ka gawa prefecture, Japan",474,Amphibian,Least Concern,Not Threatened,Yes,NA,4,0,0,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"Longevity in captivity of an endangered Japanese frog of Hiroshima prefecture, Ra  porosa brevipoda",Maya Numazawa// Isamu Okochi,2006,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Bulletin of the Herpetological Society of Japan,Japan,After,Less complex,Japan,474,Amphibian,Least Concern,Not Threatened,Yes,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
